City,State,Type,Year,Count,Full,match_addr,latitude,longitude
Essex,MA,Anti-Islamic (Muslim),2006,1,Massachusetts,"Essex, Massachusetts",42.6319582,-70.7829315
Essex,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Essex, Massachusetts",42.6319582,-70.7829315
Essex,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Essex, Massachusetts",42.6319582,-70.7829315
Essex,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Essex, Massachusetts",42.6319582,-70.7829315
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Bristol,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Bristol, Massachusetts",41.7938406,-71.1448516
Berkshire,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Berkshire, Massachusetts",42.1668,-73.1496
Berkshire,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Berkshire, Massachusetts",42.1668,-73.1496
Berkshire,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Berkshire, Massachusetts",42.1668,-73.1496
Barnstable,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Barnstable, Massachusetts",41.7003208,-70.3002024
Barnstable,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Barnstable, Massachusetts",41.7003208,-70.3002024
Barnstable,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Barnstable, Massachusetts",41.7003208,-70.3002024
Barnstable,MA,Anti-Islamic (Muslim),2006,0,Massachusetts,"Barnstable, Massachusetts",41.7003208,-70.3002024
Jefferson,LA,Anti-Islamic (Muslim),2006,0,Louisiana,"Jefferson, Louisiana",29.9660371,-90.1531298
Jefferson,LA,Anti-Islamic (Muslim),2006,0,Louisiana,"Jefferson, Louisiana",29.9660371,-90.1531298
Perry,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Perry, Kentucky",37.3160706,-83.2077645
McCracken,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"McCracken, Kentucky",37.0330607,-88.7108964
Madison,KY,Anti-Islamic (Muslim),2006,1,Kentucky,"Madison, Kentucky",37.7143001,-84.3121264
Madison,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Madison, Kentucky",37.7143001,-84.3121264
Logan,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Logan, Kentucky",36.869834,-86.8621827
Kenton,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Kenton, Kentucky",38.9863872,-84.564147
Jefferson,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Jefferson, Kentucky",38.1938097,-85.643487
Jefferson,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Jefferson, Kentucky",38.1938097,-85.643487
Hardin,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Hardin, Kentucky",36.7647773,-88.2953134
Fayette,KY,Anti-Islamic (Muslim),2006,2,Kentucky,"Fayette, Kentucky",38.0606478,-84.4802606
Calloway,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Calloway, Kentucky",36.6402766,-88.285042
Boyd,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Boyd, Kentucky",38.3833265,-82.6915429
Boone,KY,Anti-Islamic (Muslim),2006,1,Kentucky,"Boone, Kentucky",38.9940572,-84.7315563
Allen,KY,Anti-Islamic (Muslim),2006,0,Kentucky,"Allen, Kentucky",37.6100457,-82.7279705
Shawnee,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Shawnee, Kansas",39.0228485,-94.7151865
Sedgwick,KS,Anti-Islamic (Muslim),2006,1,Kansas,"Sedgwick, Kansas",37.9166784,-97.422541
Saline,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Saline, Kansas",38.8174853,-97.6982272
Riley,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Riley, Kansas",39.2988853,-96.8308436
Reno,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Reno, Kansas",37.9569553,-98.0465185
Pratt,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Pratt, Kansas",37.6439071,-98.7375911
Labette,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Labette, Kansas",37.2306195,-95.1835788
Johnson,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Johnson, Kansas",37.5703377,-101.7506777
Johnson,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Johnson, Kansas",37.5703377,-101.7506777
Geary,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Geary, Kansas",38.9984685,-96.7922355
Franklin,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Franklin, Kansas",37.5244779,-94.7049592
Douglas,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Douglas, Kansas",37.5194642,-97.0128147
Crawford,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Crawford, Kansas",37.455799,-94.8105955
Cowley,KS,Anti-Islamic (Muslim),2006,0,Kansas,"Cowley, Kansas",37.2660235,-96.9209135
Tippecanoe,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Tippecanoe, Indiana",41.2089559,-86.1149358
Steuben,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Steuben, Indiana",41.6115471,-84.981754
Monroe,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Monroe, Indiana",40.7450468,-84.9369111
Marion,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Marion, Indiana",40.5583739,-85.6591442
LaPorte,IN,Anti-Islamic (Muslim),2006,0,Indiana,"LaPorte, Indiana",41.611143,-86.7227195
Lake,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Lake, Indiana",41.4897279,-87.3016132
Hamilton,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Hamilton, Indiana",41.5336616,-84.9127396
Bartholomew,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Bartholomew, Indiana",39.206801,-85.8895551
Allen,IN,Anti-Islamic (Muslim),2006,0,Indiana,"Allen, Indiana",41.0932622,-85.023346
Will,IL,Anti-Islamic (Muslim),2006,0,Illinois,"Will, Illinois",41.5054724,-88.0900762
