City,State,Year,Anti-Jewish,Anti-Islamic,Full,clean,lat,long
Beachwood,NJ,2010,1,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Beachwood,NJ,2011,0,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Beachwood,NJ,2012,0,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Beachwood,NJ,2013,0,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Beachwood,NJ,2014,0,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Beachwood,NJ,2015,0,0,New Jersey,"beachwood, new jersey",39.9390069,-74.1929188
Philadelphia,PA,2010,2,0,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Philadelphia,PA,2011,0,0,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Philadelphia,PA,2012,1,0,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Philadelphia,PA,2013,1,0,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Philadelphia,PA,2014,1,0,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Philadelphia,PA,2015,1,3,Pennsylvania,"philadelphia, pennsylvania",39.952283,-75.162447
Reynoldsburg,OH,2010,0,1,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Reynoldsburg,OH,2011,0,0,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Reynoldsburg,OH,2012,0,0,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Reynoldsburg,OH,2013,0,1,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Reynoldsburg,OH,2014,0,0,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Reynoldsburg,OH,2015,0,0,Ohio,"reynoldsburg, ohio",39.9547861,-82.8121191
Capital University,OH,2010,0,1,Ohio,"capital university, ohio",39.9552314,-82.9384186
Capital University,OH,2011,0,0,Ohio,"capital university, ohio",39.9552314,-82.9384186
Capital University,OH,2012,0,0,Ohio,"capital university, ohio",39.9552314,-82.9384186
Capital University,OH,2013,0,0,Ohio,"capital university, ohio",39.9552314,-82.9384186
Capital University,OH,2014,0,0,Ohio,"capital university, ohio",39.9552314,-82.9384186
Capital University,OH,2015,1,0,Ohio,"capital university, ohio",39.9552314,-82.9384186
Fishers,IN,2010,0,0,Indiana,"fishers, indiana",39.9567548,-86.01335
Fishers,IN,2011,0,0,Indiana,"fishers, indiana",39.9567548,-86.01335
Fishers,IN,2012,0,0,Indiana,"fishers, indiana",39.9567548,-86.01335
Fishers,IN,2013,0,0,Indiana,"fishers, indiana",39.9567548,-86.01335
Fishers,IN,2014,0,1,Indiana,"fishers, indiana",39.9567548,-86.01335
Fishers,IN,2015,0,0,Indiana,"fishers, indiana",39.9567548,-86.01335
Columbus,OH,2010,3,2,Ohio,"columbus, ohio",39.961993,-83.002748
Columbus,OH,2011,2,4,Ohio,"columbus, ohio",39.961993,-83.002748
Columbus,OH,2012,2,2,Ohio,"columbus, ohio",39.961993,-83.002748
Columbus,OH,2013,1,2,Ohio,"columbus, ohio",39.961993,-83.002748
Columbus,OH,2014,1,9,Ohio,"columbus, ohio",39.961993,-83.002748
Columbus,OH,2015,0,4,Ohio,"columbus, ohio",39.961993,-83.002748
Moorestown Township,NJ,2010,1,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Moorestown Township,NJ,2011,2,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Moorestown Township,NJ,2012,0,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Moorestown Township,NJ,2013,0,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Moorestown Township,NJ,2014,0,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Moorestown Township,NJ,2015,0,0,New Jersey,"moorestown township, new jersey",39.9688817,-74.948886
Manchester Township,NJ,2010,2,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Manchester Township,NJ,2011,0,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Manchester Township,NJ,2012,3,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Manchester Township,NJ,2013,0,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Manchester Township,NJ,2014,1,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Manchester Township,NJ,2015,0,0,New Jersey,"manchester township, new jersey",39.9711696,-74.3392821
Lafayette,CO,2010,0,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Lafayette,CO,2011,0,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Lafayette,CO,2012,1,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Lafayette,CO,2013,0,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Lafayette,CO,2014,0,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Lafayette,CO,2015,0,0,Colorado,"lafayette, colorado",39.9935959,-105.0897058
Upper Arlington,OH,2010,0,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Upper Arlington,OH,2011,0,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Upper Arlington,OH,2012,0,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Upper Arlington,OH,2013,0,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Upper Arlington,OH,2014,0,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Upper Arlington,OH,2015,1,0,Ohio,"upper arlington, ohio",39.9945084,-83.0624078
Eastampton Township,NJ,2010,1,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Eastampton Township,NJ,2011,0,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Eastampton Township,NJ,2012,0,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Eastampton Township,NJ,2013,0,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Eastampton Township,NJ,2014,0,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Eastampton Township,NJ,2015,1,0,New Jersey,"eastampton township, new jersey",40.0033813,-74.756468
Palmyra,NJ,2010,0,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Palmyra,NJ,2011,0,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Palmyra,NJ,2012,1,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Palmyra,NJ,2013,0,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Palmyra,NJ,2014,0,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Palmyra,NJ,2015,0,0,New Jersey,"palmyra, new jersey",40.0070565,-75.0282271
Oh State Univ: Columbus,OH,2010,0,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Oh State Univ: Columbus,OH,2011,0,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Oh State Univ: Columbus,OH,2012,0,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Oh State Univ: Columbus,OH,2013,0,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Oh State Univ: Columbus,OH,2014,0,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Oh State Univ: Columbus,OH,2015,1,0,Ohio,"oh state univ: columbus, ohio",40.0141905,-83.0309143
Boulder,CO,2010,0,0,Colorado,"boulder, colorado",40.015742,-105.27924
Boulder,CO,2011,0,1,Colorado,"boulder, colorado",40.015742,-105.27924
Boulder,CO,2012,0,0,Colorado,"boulder, colorado",40.015742,-105.27924
Boulder,CO,2013,0,0,Colorado,"boulder, colorado",40.015742,-105.27924
Boulder,CO,2014,0,0,Colorado,"boulder, colorado",40.015742,-105.27924
Boulder,CO,2015,1,0,Colorado,"boulder, colorado",40.015742,-105.27924
Westampton Township,NJ,2010,0,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Westampton Township,NJ,2011,0,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Westampton Township,NJ,2012,0,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Westampton Township,NJ,2013,0,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Westampton Township,NJ,2014,1,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Westampton Township,NJ,2015,0,0,New Jersey,"westampton township, new jersey",40.0205975,-74.7922202
Riverside Township,NJ,2010,0,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Riverside Township,NJ,2011,1,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Riverside Township,NJ,2012,1,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Riverside Township,NJ,2013,0,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Riverside Township,NJ,2014,0,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Riverside Township,NJ,2015,0,0,New Jersey,"riverside township, new jersey",40.0323338,-74.9573908
Hilliard,OH,2010,0,0,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Hilliard,OH,2011,0,1,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Hilliard,OH,2012,0,0,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Hilliard,OH,2013,0,0,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Hilliard,OH,2014,0,0,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Hilliard,OH,2015,0,0,Ohio,"hilliard, ohio",40.0333961,-83.1582451
Brick Township,NJ,2010,0,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Brick Township,NJ,2011,0,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Brick Township,NJ,2012,1,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Brick Township,NJ,2013,1,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Brick Township,NJ,2014,0,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Brick Township,NJ,2015,0,0,New Jersey,"brick township, new jersey",40.0578384,-74.1371832
Wheeling,WV,2010,1,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Wheeling,WV,2011,0,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Wheeling,WV,2012,1,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Wheeling,WV,2013,0,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Wheeling,WV,2014,0,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Wheeling,WV,2015,0,0,West Virginia,"wheeling, west virginia",40.0639616,-80.7209149
Mansfield Township,NJ,2010,1,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
Mansfield Township,NJ,2011,3,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
Mansfield Township,NJ,2012,0,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
Mansfield Township,NJ,2013,0,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
Mansfield Township,NJ,2014,1,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
Mansfield Township,NJ,2015,0,0,New Jersey,"mansfield township, new jersey",40.0713106,-74.7220017
North Hanover Township,NJ,2010,0,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
North Hanover Township,NJ,2011,1,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
North Hanover Township,NJ,2012,0,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
North Hanover Township,NJ,2013,0,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
North Hanover Township,NJ,2014,0,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
North Hanover Township,NJ,2015,0,0,New Jersey,"north hanover township, new jersey",40.0723409,-74.5814773
New Albany,OH,2010,0,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
New Albany,OH,2011,0,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
New Albany,OH,2012,1,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
New Albany,OH,2013,0,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
New Albany,OH,2014,0,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
New Albany,OH,2015,0,0,Ohio,"new albany, ohio",40.0811745,-82.8087864
Lakewood Township,NJ,2010,19,0,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Lakewood Township,NJ,2011,15,1,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Lakewood Township,NJ,2012,21,0,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Lakewood Township,NJ,2013,15,0,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Lakewood Township,NJ,2014,8,0,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Lakewood Township,NJ,2015,17,0,New Jersey,"lakewood township, new jersey",40.082129,-74.2097014
Point Pleasant,NJ,2010,1,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Point Pleasant,NJ,2011,0,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Point Pleasant,NJ,2012,0,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Point Pleasant,NJ,2013,1,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Point Pleasant,NJ,2014,0,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Point Pleasant,NJ,2015,0,0,New Jersey,"point pleasant, new jersey",40.0831714,-74.0681931
Jackson Township,NJ,2010,4,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Jackson Township,NJ,2011,1,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Jackson Township,NJ,2012,0,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Jackson Township,NJ,2013,1,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Jackson Township,NJ,2014,0,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Jackson Township,NJ,2015,1,0,New Jersey,"jackson township, new jersey",40.0918895,-74.3587473
Worthington,OH,2010,0,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Worthington,OH,2011,0,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Worthington,OH,2012,1,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Worthington,OH,2013,0,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Worthington,OH,2014,0,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Worthington,OH,2015,0,0,Ohio,"worthington, ohio",40.0931191,-83.017962
Florence Township,NJ,2010,0,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Florence Township,NJ,2011,0,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Florence Township,NJ,2012,1,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Florence Township,NJ,2013,0,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Florence Township,NJ,2014,0,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Florence Township,NJ,2015,0,0,New Jersey,"florence township, new jersey",40.0967369,-74.7863387
Univ Of Il: Urbana,IL,2010,0,0,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Univ Of Il: Urbana,IL,2011,0,0,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Univ Of Il: Urbana,IL,2012,0,0,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Univ Of Il: Urbana,IL,2013,0,0,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Univ Of Il: Urbana,IL,2014,0,1,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Univ Of Il: Urbana,IL,2015,0,0,Illinois,"univ of il: urbana, illinois",40.1019523,-88.2271615
Brielle,NJ,2010,0,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Brielle,NJ,2011,1,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Brielle,NJ,2012,0,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Brielle,NJ,2013,0,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Brielle,NJ,2014,0,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Brielle,NJ,2015,0,0,New Jersey,"brielle, new jersey",40.1078931,-74.0565263
Urbana,IL,2010,0,1,Illinois,"urbana, illinois",40.1105875,-88.2072697
Urbana,IL,2011,0,0,Illinois,"urbana, illinois",40.1105875,-88.2072697
Urbana,IL,2012,0,0,Illinois,"urbana, illinois",40.1105875,-88.2072697
Urbana,IL,2013,0,0,Illinois,"urbana, illinois",40.1105875,-88.2072697
Urbana,IL,2014,0,0,Illinois,"urbana, illinois",40.1105875,-88.2072697
Urbana,IL,2015,0,0,Illinois,"urbana, illinois",40.1105875,-88.2072697
Manasquan,NJ,2010,0,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Manasquan,NJ,2011,0,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Manasquan,NJ,2012,0,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Manasquan,NJ,2013,2,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Manasquan,NJ,2014,0,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Manasquan,NJ,2015,1,0,New Jersey,"manasquan, new jersey",40.1136928,-74.0376355
Abington Township,PA,2010,1,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Abington Township,PA,2011,0,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Abington Township,PA,2012,0,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Abington Township,PA,2013,0,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Abington Township,PA,2014,1,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Abington Township,PA,2015,0,0,Pennsylvania,"abington township, pennsylvania",40.1240795,-75.1195107
Canton,MO,2010,0,1,Missouri,"canton, missouri",40.1250446,-91.6251597
Canton,MO,2011,0,0,Missouri,"canton, missouri",40.1250446,-91.6251597
Canton,MO,2012,1,0,Missouri,"canton, missouri",40.1250446,-91.6251597
Canton,MO,2013,0,0,Missouri,"canton, missouri",40.1250446,-91.6251597
Canton,MO,2014,1,0,Missouri,"canton, missouri",40.1250446,-91.6251597
Canton,MO,2015,0,0,Missouri,"canton, missouri",40.1250446,-91.6251597
Sea Girt,NJ,2010,0,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Sea Girt,NJ,2011,0,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Sea Girt,NJ,2012,0,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Sea Girt,NJ,2013,0,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Sea Girt,NJ,2014,0,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Sea Girt,NJ,2015,1,0,New Jersey,"sea girt, new jersey",40.1320592,-74.0345813
Bordentown Township,NJ,2010,0,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Bordentown Township,NJ,2011,0,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Bordentown Township,NJ,2012,0,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Bordentown Township,NJ,2013,0,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Bordentown Township,NJ,2014,1,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Bordentown Township,NJ,2015,0,0,New Jersey,"bordentown township, new jersey",40.1480827,-74.6945737
Spring Lake,NJ,2010,0,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Spring Lake,NJ,2011,0,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Spring Lake,NJ,2012,0,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Spring Lake,NJ,2013,0,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Spring Lake,NJ,2014,1,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Spring Lake,NJ,2015,0,0,New Jersey,"spring lake, new jersey",40.1534476,-74.0281925
Powell,OH,2010,1,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Powell,OH,2011,0,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Powell,OH,2012,0,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Powell,OH,2013,0,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Powell,OH,2014,0,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Powell,OH,2015,0,0,Ohio,"powell, ohio",40.1578402,-83.0751869
Howell Township,NJ,2010,6,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Howell Township,NJ,2011,6,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Howell Township,NJ,2012,10,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Howell Township,NJ,2013,6,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Howell Township,NJ,2014,3,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Howell Township,NJ,2015,1,0,New Jersey,"howell township, new jersey",40.1645785,-74.2082671
Belmar,NJ,2010,0,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Belmar,NJ,2011,0,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Belmar,NJ,2012,1,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Belmar,NJ,2013,0,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Belmar,NJ,2014,0,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Belmar,NJ,2015,0,0,New Jersey,"belmar, new jersey",40.1784471,-74.0218037
Genoa Township,OH,2010,0,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Genoa Township,OH,2011,0,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Genoa Township,OH,2012,1,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Genoa Township,OH,2013,0,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Genoa Township,OH,2014,0,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Genoa Township,OH,2015,0,0,Ohio,"genoa township, ohio",40.1829112,-82.8963604
Muncie,IN,2010,0,0,Indiana,"muncie, indiana",40.1933767,-85.3863599
Muncie,IN,2011,0,0,Indiana,"muncie, indiana",40.1933767,-85.3863599
Muncie,IN,2012,0,0,Indiana,"muncie, indiana",40.1933767,-85.3863599
Muncie,IN,2013,0,0,Indiana,"muncie, indiana",40.1933767,-85.3863599
Muncie,IN,2014,0,0,Indiana,"muncie, indiana",40.1933767,-85.3863599
Muncie,IN,2015,0,1,Indiana,"muncie, indiana",40.1933767,-85.3863599
Kirksville,MO,2010,0,0,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Kirksville,MO,2011,0,1,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Kirksville,MO,2012,0,0,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Kirksville,MO,2013,0,0,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Kirksville,MO,2014,0,0,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Kirksville,MO,2015,0,0,Missouri,"kirksville, missouri",40.1947539,-92.5832496
Neptune Township,NJ,2010,2,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Neptune Township,NJ,2011,1,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Neptune Township,NJ,2012,1,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Neptune Township,NJ,2013,0,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Neptune Township,NJ,2014,1,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Neptune Township,NJ,2015,0,0,New Jersey,"neptune township, new jersey",40.2091219,-74.0386271
Hamilton Township,NJ,2010,0,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Hamilton Township,NJ,2011,1,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Hamilton Township,NJ,2012,0,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Hamilton Township,NJ,2013,0,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Hamilton Township,NJ,2014,0,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Hamilton Township,NJ,2015,0,0,New Jersey,"hamilton township, new jersey",40.2115109,-74.6796651
Freehold,NJ,2010,0,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2010,1,0,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Freehold,NJ,2011,1,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2011,4,0,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Freehold,NJ,2012,1,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2012,3,1,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Freehold,NJ,2013,0,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2013,1,0,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Freehold,NJ,2014,0,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2014,2,0,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Freehold,NJ,2015,0,0,New Jersey,"freehold, new jersey",40.2136754,-74.3000878
Freehold Township,NJ,2015,0,0,New Jersey,"freehold township, new jersey",40.2136754,-74.3000878
Robbinsville Township,NJ,2010,0,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Robbinsville Township,NJ,2011,0,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Robbinsville Township,NJ,2012,1,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Robbinsville Township,NJ,2013,1,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Robbinsville Township,NJ,2014,1,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Robbinsville Township,NJ,2015,0,0,New Jersey,"robbinsville township, new jersey",40.2162036,-74.6195327
Sp: Skippack,PA,2010,0,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Sp: Skippack,PA,2011,0,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Sp: Skippack,PA,2012,0,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Sp: Skippack,PA,2013,0,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Sp: Skippack,PA,2014,1,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Sp: Skippack,PA,2015,0,0,Pennsylvania,"sp: skippack, pennsylvania",40.2318247,-75.4035242
Provo,UT,2010,1,0,Utah,"provo, utah",40.233703,-111.6685
Provo,UT,2011,0,0,Utah,"provo, utah",40.233703,-111.6685
Provo,UT,2012,0,0,Utah,"provo, utah",40.233703,-111.6685
Provo,UT,2013,0,0,Utah,"provo, utah",40.233703,-111.6685
Provo,UT,2014,0,0,Utah,"provo, utah",40.233703,-111.6685
Provo,UT,2015,0,0,Utah,"provo, utah",40.233703,-111.6685
Ocean,NJ,2010,0,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
Ocean,NJ,2011,0,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
Ocean,NJ,2012,0,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
Ocean,NJ,2013,1,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
Ocean,NJ,2014,0,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
Ocean,NJ,2015,0,0,New Jersey,"ocean, new jersey",40.2479729,-74.029843
